,Unnamed: 0,n1,n2,T1,P1,T2,P2,T3,P3,T34,P34,T4,P4,gc1,Qmfs,type
540,540,8928.571429,5350.571429,288,94400,683.5540136,1373966.372,1318.228191,1305268.053,993.6857738,338467.0505,770.8989069,99600,52.5159394,1.089216449,0
116,116,8536.428571,4958.428571,288,94400,650.0162424,1116830.142,1245.064893,1060988.635,944.3689361,288053.7952,769.659828,99600,42.26426733,0.807327785,3
1362,1362,9634.428571,6056.428571,288,94400,740.579804,1940452.189,1448.499333,1843429.58,1090.263489,456152.9543,791.8810144,99600,71.61411607,1.708653669,1
140,140,8562.571429,4984.571429,288,94400,649.2394198,1115921.954,1246.860324,1060125.857,947.1350598,289705.8124,770.611368,99600,42.62564378,0.817944401,3
854,854,9190,5612,288,94400,712.7442935,1626058.616,1376.714882,1544755.685,1030.445692,381042.776,775.7126777,99600,59.51340691,1.309995409,3
1371,1371,9634.428571,6056.428571,288,94400,750.0215592,2029927.67,1534.955961,1928431.287,1159.445429,479080.7501,833.3168839,99600,71.47652248,1.923504529,4
406,406,8797.857143,5219.857143,288,94400,670.1277582,1269566.847,1298.221403,1206088.505,984.0714767,322590.9493,773.2648591,99600,48.9177596,0.998677397,5
906,906,9242.285714,5664.285714,288,94400,711.3567374,1621922.304,1376.525546,1540826.189,1034.009108,387455.5807,775.1714367,99600,61.06683215,1.346354037,1
1369,1369,9634.428571,6056.428571,288,94400,749.6474525,2026385.039,1519.925022,1925065.787,1146.017464,475776.6769,823.6601518,99600,71.4828996,1.882389085,2
6,6,8458,4880,288,94400,638.8955131,1047209.078,1240.690099,994848.6241,951.6186512,284329.0281,777.2104616,99600,41.67573912,0.803296655,1
1389,1389,9660.571429,6082.571429,288,94400,749.0844408,2026594.996,1500.330525,1925265.246,1130.084253,476193.0112,810.2881434,99600,72.22663795,1.848118648,4
567,567,8928.571429,5350.571429,288,94400,688.0511167,1405252.764,1383.102021,1334990.126,1046.510873,346073.4524,807.4485801,99600,52.37735635,1.204803179,4
1269,1269,9556,5978,288,94400,741.2022531,1931878.641,1478.032341,1835284.709,1112.729915,455000.6013,805.6530396,99600,69.42034743,1.733520611,4
1226,1226,9503.714286,5925.714286,288,94400,744.1574521,1948086.791,1452.226063,1850682.451,1083.499966,439483.5041,789.1289498,99600,67.86571041,1.621298097,3
1168,1168,9451.428571,5873.428571,288,94400,734.3077881,1850128.418,1474.418237,1757621.997,1118.682553,453736.4413,811.7494401,99600,66.58419921,1.667703731,5
628,628,8980.857143,5402.857143,288,94400,690.6561282,1430600.835,1354.721198,1359070.793,1027.065424,358934.4713,784.3290915,99600,53.89109607,1.178469163,5
726,726,9085.428571,5507.428571,288,94400,696.8652206,1488263.782,1341.043306,1413850.593,1008.321654,360325.3671,769.5470409,99600,56.83629787,1.203505356,1
460,460,8850.142857,5272.142857,288,94400,675.5561408,1310965.18,1305.562774,1245416.921,987.1405028,328604.6817,772.0342379,99600,50.36356178,1.033433484,5
984,984,9294.571429,5716.571429,288,94400,708.6869228,1604706.414,1349.030015,1524471.093,1013.50279,384068.9293,761.0388552,99600,62.59455198,1.321394015,1
1237,1237,9529.857143,5951.857143,288,94400,739.0570525,1907274.651,1467.595228,1811910.918,1104.11114,448804.0665,801.4757035,99600,68.72051811,1.693044899,2
1058,1058,9373,5795,288,94400,727.0434846,1773063.528,1418.851206,1684410.352,1064.00828,415375.5508,785.1040309,99600,64.49009526,1.493118133,3
939,939,9268.428571,5690.428571,288,94400,717.420378,1675410.938,1413.577514,1591640.391,1063.643563,399395.0244,792.7298167,99600,61.6868425,1.434199031,4
832,832,9163.857143,5585.857143,288,94400,708.2578476,1586523.555,1394.016311,1507197.377,1054.098227,389640.1243,789.8474022,99600,58.85704657,1.34164925,5
87,87,8510.285714,4932.285714,288,94400,646.4794386,1094527.951,1305.101133,1039801.553,1000.33045,291438.5157,807.9645494,99600,42.06224133,0.898968193,4
645,645,9007,5429,288,94400,693.7820098,1456471.264,1368.176051,1383647.701,1032.019255,355074.0291,790.9509047,99600,54.58852189,1.215781005,4
621,621,8980.857143,5402.857143,288,94400,692.3090968,1442277.452,1378.798654,1370163.579,1041.438401,352791.3951,799.6552929,99600,53.84038781,1.222831111,4
627,627,8980.857143,5402.857143,288,94400,693.4933269,1450653.518,1395.862197,1378120.842,1055.379895,354850.5241,809.4859013,99600,53.80359828,1.254429418,4
439,439,8824,5246,288,94400,675.4313193,1306949.482,1330.319464,1241602.008,1006.537494,326201.3464,788.6850953,99600,49.55682664,1.061904996,2
1066,1066,9373,5795,288,94400,726.3749186,1767305.806,1436.4105,1678940.516,1084.176133,425970.0141,796.2005659,99600,64.50412662,1.537671765,5
1225,1225,9503.714286,5925.714286,288,94400,740.806532,1918221.252,1505.980077,1822310.189,1135.73453,451781.0002,826.0134689,99600,67.94606681,1.771086064,2
807,807,9137.714286,5559.714286,288,94400,709.0991929,1589417.017,1435.618987,1509946.166,1084.3475,383121.0228,817.3809613,99600,58.06246711,1.413259936,4
808,808,9137.714286,5559.714286,288,94400,706.3720444,1568240.774,1395.930149,1489828.735,1057.886266,389042.9851,793.1128273,99600,58.13625957,1.332741493,5
1338,1338,9608.285714,6030.285714,288,94400,736.4311862,1896708.942,1434.102324,1801873.495,1078.988687,446653.4045,786.0406414,99600,70.94246249,1.662914333,1
1178,1178,9477.571429,5899.571429,288,94400,735.6467687,1866785.699,1442.019676,1773446.414,1081.640518,435391.8364,789.5696841,99600,67.30215345,1.599437358,3
472,472,8850.142857,5272.142857,288,94400,676.2417401,1315462.849,1315.097034,1249689.707,996.9069091,332962.8529,776.3697311,99600,50.34136479,1.049432836,5
1089,1089,9399.142857,5821.142857,288,94400,728.6376836,1791227.998,1443.430392,1701666.598,1086.161727,424155.7407,798.5702992,99600,65.20574408,1.567254205,4
114,114,8536.428571,4958.428571,288,94400,635.3925598,1035883.862,1215.401997,984089.6691,932.4384481,283476.079,766.0003372,99600,42.79238418,0.790861151,1
1267,1267,9556,5978,288,94400,741.0838088,1930795.235,1473.209521,1834255.473,1108.43965,453987.8909,802.6107557,99600,69.42248872,1.720941164,2
898,898,9216.142857,5638.142857,288,94400,713.7683934,1637940.734,1416.120379,1556043.697,1073.300692,404710.3969,797.7316821,99600,60.25243539,1.413386706,5
825,825,9163.857143,5585.857143,288,94400,709.0869812,1593146.27,1406.11726,1513488.956,1059.45529,382672.2907,797.7795602,99600,58.83673161,1.366433331,4
591,591,8954.714286,5376.714286,288,94400,689.6102955,1419671.536,1372.465474,1348687.959,1037.01846,348418.4023,798.6427849,99600,53.12792939,1.19846059,4
1186,1186,9477.571429,5899.571429,288,94400,735.0034646,1861043.117,1460.394821,1767990.961,1102.702994,447001.9033,801.4244072,99600,67.31458505,1.648292228,5
735,735,9085.428571,5507.428571,288,94400,701.5725495,1524399.257,1386.994836,1448179.294,1045.431558,368537.3977,794.0894936,99600,56.71561835,1.289503857,4
260,260,8667.142857,5089.142857,288,94400,659.5610952,1188501.751,1260.125917,1129076.663,952.0427642,300031.1507,765.6511747,99600,45.14637483,0.873896401,3
210,210,8641,5063,288,94400,651.6445834,1139632.933,1260.355542,1082651.287,959.67517,298251.0745,772.6027674,99600,44.58867858,0.873961149,0
493,493,8876.285714,5298.285714,288,94400,680.0764923,1344153.053,1330.12475,1276945.4,1004.683949,332994.0507,782.8992091,99600,51.02485743,1.085858514,2
69,69,8510.285714,4932.285714,288,94400,643.579934,1079031.269,1263.360046,1025079.705,967.19835,288950.9695,785.0549341,99600,42.16890471,0.84116298,4
930,930,9268.428571,5690.428571,288,94400,716.1802928,1665162.691,1396.002721,1581904.556,1049.121745,396546.9799,782.5874094,99600,61.7148859,1.396426315,0
946,946,9268.428571,5690.428571,288,94400,717.2867284,1674303.954,1411.632828,1590588.757,1065.230588,405408.6739,790.9298378,99600,61.68987166,1.43000008,5
765,765,9111.571429,5533.571429,288,94400,704.1185317,1547311.46,1393.502211,1469945.887,1050.211252,373261.3613,795.4068662,99600,57.42295754,1.31511554,4
1358,1358,9634.428571,6056.428571,288,94400,747.7551312,2008538.499,1475.213743,1908111.574,1107.169046,466161.4617,795.9046896,99600,71.51502531,1.763468754,3
1244,1244,9529.857143,5951.857143,288,94400,741.8241738,1932496.919,1453.667675,1835872.073,1088.493227,445031.7058,790.4966452,99600,68.6691195,1.649254612,3
312,312,8719.428571,5141.428571,288,94400,656.4187003,1175278.486,1254.726342,1116514.562,952.6511478,304269.7185,763.5248119,99600,46.9146064,0.903445367,1
910,910,9242.285714,5664.285714,288,94400,714.3827237,1646622.172,1397.431037,1564291.063,1052.309306,395916.436,785.4006862,99600,60.99840282,1.386838349,5
1274,1274,9556,5978,288,94400,743.86959,1956402.792,1459.287293,1858582.653,1092.818504,450184.1273,791.6228218,99600,69.37187708,1.67662477,3
55,55,8484.142857,4906.142857,288,94400,645.2958624,1084992.382,1290.013838,1030742.763,987.897474,288808.9388,800.0621847,99600,41.77286338,0.871326242,2
835,835,9163.857143,5585.857143,288,94400,711.2042158,1609859.017,1424.397895,1529366.066,1073.550523,385151.4035,807.7481617,99600,58.78131038,1.401907804,2
1219,1219,9503.714286,5925.714286,288,94400,739.5225021,1906538.873,1490.949816,1811211.93,1123.440143,449006.0217,817.2026766,99600,67.97060685,1.734784629,2
684,684,9033.142857,5455.142857,288,94400,684.9461382,1392067.112,1294.049364,1322463.757,973.2878378,342070.3477,753.9354855,99600,55.5821513,1.101630587,1
519,519,8902.428571,5324.428571,288,94400,681.8847943,1359665.101,1327.987726,1291681.846,1002.500388,336236.6682,779.1094143,99600,51.77128342,1.094864154,4
560,560,8928.571429,5350.571429,288,94400,688.7941098,1410397.971,1315.851708,1339878.072,985.6258383,336796.6257,765.9186154,99600,52.35368934,1.073039251,3
741,741,9085.428571,5507.428571,288,94400,702.782069,1533609.242,1404.509929,1456928.78,1059.86045,371021.0139,804.2408531,99600,56.68239664,1.323906817,4
1452,1452,9712.857143,6134.857143,288,94400,745.9831836,1994040.842,1462.642702,1894338.8,1099.208954,462284.1316,797.0022216,99600,73.19448877,1.77361482,1
190,190,8614.857143,5036.857143,288,94400,648.6515643,1119708.588,1257.668903,1063723.158,959.4757607,295782.3794,774.2150112,99600,43.85311826,0.859215829,5
702,702,9059.285714,5481.285714,288,94400,692.0165187,1448419.216,1323.115993,1375998.255,994.9560919,352668.8431,763.6298685,99600,56.1856533,1.16102999,1
1154,1154,9451.428571,5873.428571,288,94400,735.5400952,1861104.139,1436.629209,1768048.932,1075.46626,429812.2946,787.2342856,99600,66.5597179,1.56837371,3
1298,1298,9582.142857,6004.142857,288,94400,743.821702,1961154.181,1464.378151,1863096.472,1098.810841,455826.9201,793.8760831,99600,70.11127819,1.708270941,3
796,796,9137.714286,5559.714286,288,94400,705.2212456,1559158.668,1379.570119,1481200.735,1041.048185,380435.7889,784.2098446,99600,58.16492057,1.299856485,5
336,336,8745.571429,5167.571429,288,94400,661.511186,1209628.803,1269.802905,1149147.363,962.6823708,309865.9876,766.8702643,99600,47.56842769,0.934543011,1
1102,1102,9399.142857,5821.142857,288,94400,729.2323287,1796396.784,1451.757944,1706576.945,1098.415346,436701.0776,802.8468889,99600,65.19351205,1.586470318,5
468,468,8850.142857,5272.142857,288,94400,668.5718416,1263263.953,1268.426431,1200100.755,958.3269282,318852.5284,757.7840971,99600,50.56970524,0.980364072,1
730,730,9085.428571,5507.428571,288,94400,699.6946241,1509895.585,1359.755587,1434400.806,1024.390663,367164.6262,778.0605971,99600,56.76405541,1.236305005,5
85,85,8510.285714,4932.285714,288,94400,646.2426724,1093256.779,1291.003093,1038593.94,988.0992459,290236.5443,799.3561782,99600,42.07099078,0.877871132,2
1014,1014,9320.714286,5742.714286,288,94400,710.8924851,1626297.92,1354.484596,1544983.024,1017.535864,388509.6618,761.8129577,99600,63.29313445,1.344629083,1
188,188,8614.857143,5036.857143,288,94400,650.0598009,1127605.664,1254.136397,1071225.381,954.3828049,294730.647,771.6867071,99600,43.80263028,0.850856265,3
924,924,9242.285714,5664.285714,288,94400,704.1670758,1561529.639,1337.824898,1483453.157,1005.211405,375164.813,759.2737517,99600,61.19673291,1.275061461,1
294,294,8693.285714,5115.285714,288,94400,649.2137243,1128638.048,1230.682935,1072206.145,936.5096367,297097.0078,757.9292974,99600,46.32663616,0.862348208,1
506,506,8876.285714,5298.285714,288,94400,685.0893161,1377847.384,1304.249505,1308955.015,975.9584777,328298.0791,764.0108502,99600,50.86144054,1.026646589,3
1428,1428,9686.714286,6108.714286,288,94400,741.5251091,1959034.547,1442.559679,1861082.819,1083.101894,454288.067,786.8543003,99600,73.038379,1.723987454,1
318,318,8719.428571,5141.428571,288,94400,654.2769797,1161655.626,1244.489847,1103572.844,945.2095533,302069.3623,759.7033971,99600,46.98240914,0.89057019,1
1177,1177,9477.571429,5899.571429,288,94400,734.9300768,1860388.897,1456.273519,1767369.452,1095.424215,438543.4375,799.2476183,99600,67.31600131,1.637861576,2
432,432,8824,5246,288,94400,667.9926543,1257556.056,1274.044212,1194678.253,963.2160977,317813.3878,761.8742406,99600,49.79020476,0.976165026,1
1330,1330,9608.285714,6030.285714,288,94400,744.4891581,1972630.441,1479.529629,1873998.919,1115.17949,467708.8124,802.0017036,99600,70.83587434,1.76570529,5
913,913,9242.285714,5664.285714,288,94400,716.1343205,1661003.418,1416.341313,1577953.247,1065.910264,395823.7764,796.3364571,99600,60.95790491,1.426015292,2
486,486,8876.285714,5298.285714,288,94400,675.7998104,1314808.17,1295.431158,1249067.761,977.6595249,327672.3915,765.7860361,99600,51.15479343,1.030477427,1
626,626,8980.857143,5402.857143,288,94400,696.1721329,1469738.181,1328.570681,1396251.271,992.1419572,344444.5278,765.8977616,99600,53.71977423,1.11403875,3
1270,1270,9556,5978,288,94400,740.4917038,1925386.383,1468.137245,1829117.064,1106.268463,456979.2464,799.5972435,99600,69.43317895,1.708952701,5
698,698,9059.285714,5481.285714,288,94400,698.4199145,1497169.041,1346.258102,1422310.589,1010.629186,358848.5344,772.0803648,99600,56.02280635,1.194392525,3
463,463,8850.142857,5272.142857,288,94400,677.2654859,1322201.044,1324.316798,1256090.992,1000.927847,328991.0672,782.5778274,99600,50.30811033,1.064151533,2
1098,1098,9399.142857,5821.142857,288,94400,719.8025027,1713524.724,1384.19926,1627848.487,1040.315419,406813.0218,770.374267,99600,65.35952702,1.44281508,1
229,229,8641,5063,288,94400,654.4844613,1155916.573,1293.003901,1098120.744,985.2077507,300778.1618,790.3600653,99600,44.48761718,0.920609055,2
1192,1192,9477.571429,5899.571429,288,94400,735.699526,1867257.269,1470.141856,1773894.406,1112.757171,452952.7053,807.0867713,99600,67.30113259,1.671678945,5
1356,1356,9634.428571,6056.428571,288,94400,743.0867464,1964358.275,1460.637371,1866140.362,1099.807215,461139.0203,791.9639607,99600,71.5843063,1.735552752,1
1243,1243,9529.857143,5951.857143,288,94400,740.3182063,1918737.783,1482.035699,1822800.894,1115.901549,451517.2144,809.8692282,99600,68.69715823,1.727954965,2
466,466,8850.142857,5272.142857,288,94400,675.8836725,1313112.366,1310.109406,1247456.748,991.7976638,330683.2152,774.0993961,99600,50.35296494,1.041056357,5
1250,1250,9529.857143,5951.857143,288,94400,743.9851898,1952240.644,1455.42851,1854628.612,1087.868657,444773.6096,790.1188847,99600,68.6260653,1.648225356,3
1260,1260,9556,5978,288,94400,739.8301354,1919356.999,1459.022521,1823389.149,1096.865344,451285.8955,794.3996742,99600,69.44509563,1.686413829,0
520,520,8902.428571,5324.428571,288,94400,681.1374418,1354457.817,1317.068688,1286734.926,994.6161117,336613.0885,772.6321905,99600,51.79376889,1.075813025,5
103,103,8536.428571,4958.428571,288,94400,645.3211346,1091555.247,1270.734402,1036977.485,971.904441,290485.7298,787.5914708,99600,42.43729737,0.855582746,2
319,319,8719.428571,5141.428571,288,94400,663.6290079,1219895.651,1307.988442,1158900.868,993.083848,311173.6072,788.7077287,99600,46.67210073,0.978496485,2
1065,1065,9373,5795,288,94400,727.7589663,1779242.047,1456.093027,1690279.945,1097.108228,422384.0089,808.2929776,99600,64.47503842,1.582613084,4
277,277,8693.285714,5115.285714,288,94400,658.7323872,1187137.028,1281.105576,1127780.177,973.3586762,306027.1941,777.4640488,99600,46.01144328,0.926498608,2
517,517,8902.428571,5324.428571,288,94400,681.8073518,1359143.156,1324.042227,1291185.999,999.061989,335743.2278,776.7936364,99600,51.77374088,1.087553144,2
1075,1075,9373,5795,288,94400,729.9886349,1798607.839,1475.434611,1708677.447,1112.160031,425481.4629,818.9999767,99600,64.42784467,1.62485626,2
883,883,9216.142857,5638.142857,288,94400,713.7565798,1637844.349,1410.067824,1555952.131,1061.212959,390932.5754,795.0296843,99600,60.25271468,1.399658878,2
279,279,8693.285714,5115.285714,288,94400,658.7933068,1187506.395,1284.681588,1128131.076,976.4534782,306369.3263,779.5660763,99600,46.00933472,0.932317644,4
1050,1050,9373,5795,288,94400,725.1691015,1756959.389,1419.517219,1669111.419,1066.758102,416033.0817,786.9752614,99600,64.52934047,1.499377462,0
1278,1278,9556,5978,288,94400,732.1508962,1848017.397,1418.591818,1755616.527,1066.787447,435870.2676,777.0124137,99600,69.55019058,1.598665287,1
952,952,9268.428571,5690.428571,288,94400,717.8756119,1679186.027,1420.010715,1595226.725,1073.865678,410165.6627,795.5823635,99600,61.6765123,1.448076803,5
81,81,8510.285714,4932.285714,288,94400,645.4566207,1089043.895,1290.282091,1034591.701,988.4198484,290363.6246,799.4900157,99600,42.09998798,0.878360237,4
558,558,8928.571429,5350.571429,288,94400,676.7719769,1325333.69,1283.956539,1259067.005,967.8426397,329704.9661,757.5191356,99600,52.70157581,1.03823524,1
1238,1238,9529.857143,5951.857143,288,94400,739.7822227,1913859.423,1453.250608,1818166.452,1090.235188,445526.7626,791.6740078,99600,68.70709949,1.65343093,3
60,60,8510.285714,4932.285714,288,94400,642.6728804,1074214.88,1250.500163,1020504.136,957.1188231,288338.6186,778.1429028,99600,42.20205582,0.823508575,0
968,968,9294.571429,5716.571429,288,94400,720.2907971,1703234.174,1400.961644,1618072.465,1050.572098,400673.1609,781.6731922,99600,62.37855881,1.415178878,3
446,446,8824,5246,288,94400,679.3538463,1332330.126,1292.234874,1265713.62,968.2382992,320546.3708,763.2554229,99600,49.42484499,0.984632896,3
1318,1318,9582.142857,6004.142857,288,94400,744.7967296,1970185.933,1505.727758,1871676.637,1143.621891,482443.2566,819.7356927,99600,70.09396994,1.817647217,5
72,72,8510.285714,4932.285714,288,94400,638.5920594,1051272.34,1232.674148,998708.7226,944.8803842,285324.6573,772.5290575,99600,42.35011039,0.804599702,1
568,568,8928.571429,5350.571429,288,94400,685.1300896,1385164.535,1340.675845,1315906.308,1016.739969,349199.1038,781.7214023,99600,52.46975854,1.128958875,5
610,610,8980.857143,5402.857143,288,94400,689.2969739,1420562.867,1335.224501,1349534.724,1007.021288,349370.9512,774.4399522,99600,53.92863278,1.142746734,5
367,367,8771.714286,5193.714286,288,94400,667.6256765,1250665.349,1295.966577,1188132.082,981.409875,316375.8891,776.0181247,99600,48.18382447,0.983360189,2
890,890,9216.142857,5638.142857,288,94400,717.1565843,1665192.676,1383.630737,1581933.042,1033.616339,385264.116,775.9919516,99600,60.16504901,1.331723998,3
1494,1494,9739,6161,288,94400,742.3003393,1950159.796,1438.358046,1852651.806,1079.73116,452323.4052,784.8055488,99600,73.41066148,1.719274155,1
288,288,8693.285714,5115.285714,288,94400,651.2821696,1141495.074,1239.747181,1084420.321,942.7541703,298788.8583,760.6391906,99600,46.26075087,0.873184455,1
1158,1158,9451.428571,5873.428571,288,94400,723.9933784,1757910.065,1395.186389,1670014.562,1048.697805,416303.3417,772.2728791,99600,66.75793932,1.492515832,1
256,256,8667.142857,5089.142857,288,94400,655.1241019,1162785.422,1270.537628,1104646.151,967.5766027,303787.7966,774.3694554,99600,45.30376605,0.899860228,5
532,532,8902.428571,5324.428571,288,94400,681.91577,1359873.914,1328.109576,1291880.218,1005.948605,341821.3612,777.4974083,99600,51.77030027,1.095026281,5
559,559,8928.571429,5350.571429,288,94400,686.6198853,1395382.229,1353.669259,1325613.117,1021.702415,342349.9586,790.0001509,99600,52.42275901,1.150726947,2
105,105,8536.428571,4958.428571,288,94400,645.3919455,1091933.995,1277.016625,1037337.295,977.2501435,290838.492,791.1956921,99600,42.43470741,0.865054315,4
561,561,8928.571429,5350.571429,288,94400,686.880249,1397173.855,1366.157572,1327315.162,1032.658144,344048.826,797.6595056,99600,52.41451786,1.174406962,4
966,966,9294.571429,5716.571429,288,94400,715.9699359,1667099.728,1388.467039,1583744.742,1042.916937,396994.019,777.4551983,99600,62.47200244,1.396347362,1
73,73,8510.285714,4932.285714,288,94400,644.4216867,1083514.308,1270.133824,1029338.593,972.0737878,289194.2837,788.4581321,99600,42.13804803,0.849761343,2
36,36,8484.142857,4906.142857,288,94400,639.7691471,1054956.682,1241.124768,1002208.847,951.2920915,285582.1331,776.2649928,99600,41.97607606,0.808654339,1
1242,1242,9529.857143,5951.857143,288,94400,732.6563167,1848406.122,1425.193933,1755985.816,1072.044697,435779.9148,781.3918829,99600,68.81899605,1.597941424,1
600,600,8980.857143,5402.857143,288,94400,688.9014644,1417653.248,1329.58563,1346770.586,1001.223954,346588.1506,771.611372,99600,53.93951322,1.132460374,0
606,606,8980.857143,5402.857143,288,94400,686.5821715,1400693.847,1317.675984,1330659.154,992.1325761,343420.0519,766.65775,99600,54.00293245,1.114044028,1
1020,1020,9346.857143,5768.857143,288,94400,722.963007,1733915.958,1413.663302,1647220.161,1062.335566,411091.927,785.8566922,99600,63.82622289,1.473275671,0
1388,1388,9660.571429,6082.571429,288,94400,749.6996428,2032417.682,1480.74773,1930796.798,1111.498502,471494.6436,797.0695194,99600,72.21648427,1.791772926,3
327,327,8719.428571,5141.428571,288,94400,664.8285378,1227162.13,1333.704325,1165804.023,1014.309454,313283.9491,803.27466,99600,46.63029095,1.019867646,4
117,117,8536.428571,4958.428571,288,94400,647.4186002,1102812.241,1306.123202,1047671.629,1000.565267,292879.8469,807.4039645,99600,42.36031953,0.905733746,4
193,193,8614.857143,5036.857143,288,94400,650.3610068,1129250.074,1276.762157,1072787.57,973.8380486,296461.7625,784.7638252,99600,43.79177684,0.885852367,2
1302,1302,9582.142857,6004.142857,288,94400,736.6039914,1893750.156,1435.782679,1799062.648,1080.218142,445628.813,783.1861755,99600,70.21759894,1.650019504,1
1017,1017,9320.714286,5742.714286,288,94400,725.9024119,1754705.842,1481.756342,1666970.55,1119.314031,418656.0723,828.0959391,99600,63.00743891,1.612399293,4
704,704,9059.285714,5481.285714,288,94400,700.2188336,1510699.764,1345.758193,1435164.776,1008.140153,358293.3934,770.4744342,99600,55.97273904,1.189238323,3
490,490,8876.285714,5298.285714,288,94400,678.361203,1332714.104,1311.343196,1266078.399,990.893853,332615.2559,772.3567024,99600,51.07979116,1.054578446,5
999,999,9320.714286,5742.714286,288,94400,721.9955906,1721596.772,1425.653675,1635516.933,1072.711542,409206.9572,795.0990374,99600,63.09524943,1.486859958,4
1328,1328,9608.285714,6030.285714,288,94400,745.7979409,1984802.948,1469.784173,1885562.801,1102.96752,460957.6602,794.8662845,99600,70.81326248,1.735705714,3
1107,1107,9399.142857,5821.142857,288,94400,732.6545784,1826335.21,1500.851488,1735018.449,1134.013442,434401.2314,832.6458074,99600,65.12191962,1.701042639,4
1478,1478,9739,6161,288,94400,754.9028584,2071494.25,1493.472061,1967919.538,1119.160174,474590.2568,808.9360151,99600,73.28119733,1.842256478,3
667,667,9033.142857,5455.142857,288,94400,695.1966668,1469844.781,1353.745138,1396352.542,1019.274301,356714.631,780.031202,99600,55.33085722,1.20033997,2
944,944,9268.428571,5690.428571,288,94400,719.9061368,1696109.627,1395.24767,1611304.146,1044.24486,395370.6491,779.3239058,99600,61.6302024,1.385724251,3
1405,1405,9660.571429,6082.571429,288,94400,752.9533323,2063426.486,1541.311146,1960255.162,1163.406172,484434.6314,834.2681232,99600,72.16241066,1.953354431,2
658,658,9007,5429,288,94400,693.358416,1453315.254,1361.54586,1380649.491,1032.072023,363778.2115,785.5716802,99600,54.60023926,1.203304131,5
1420,1420,9686.714286,6108.714286,288,94400,750.3112386,2043857.914,1496.34073,1941665.019,1128.411696,484044.4477,805.6456794,99600,72.93891292,1.852260363,5
1399,1399,9660.571429,6082.571429,288,94400,751.6016369,2050500.619,1525.60603,1947975.588,1150.478008,481227.0356,824.9263907,99600,72.18495098,1.912498887,2
248,248,8667.142857,5089.142857,288,94400,656.2415507,1169465.997,1263.143863,1110992.697,958.509951,301133.7175,769.7043404,99600,45.26466407,0.8855544,3
315,315,8719.428571,5141.428571,288,94400,662.7916957,1214718.928,1304.075892,1153982.982,990.6413218,310996.758,786.965561,99600,46.70092955,0.97361507,4
1467,1467,9712.857143,6134.857143,288,94400,757.2623885,2102351.685,1573.385441,1997234.101,1191.009834,496920.738,851.6422768,99600,73.0385275,2.05994676,4
958,958,9268.428571,5690.428571,288,94400,718.5450492,1684750.114,1429.458145,1600512.609,1083.595811,415395.8599,800.927069,99600,61.66128668,1.468507609,5
855,855,9190,5612,288,94400,711.5353255,1616261.339,1412.576684,1535448.272,1064.280647,387547.9943,799.1535645,99600,59.54261719,1.392851829,4
45,45,8484.142857,4906.142857,288,94400,643.5804242,1075838.96,1275.756786,1022047.012,977.5470363,288243.6772,792.9287709,99600,41.83628157,0.853200005,4
127,127,8562.571429,4984.571429,288,94400,645.3188971,1094823.664,1261.376733,1040082.481,964.159716,291337.7395,781.5346398,99600,42.76898708,0.847885666,2
344,344,8745.571429,5167.571429,288,94400,666.9504527,1243475.963,1276.87037,1181302.165,963.5956894,310985.4355,766.5721418,99600,47.3847112,0.935294458,3
908,908,9242.285714,5664.285714,288,94400,715.6350782,1656893.943,1388.762009,1574049.246,1041.472489,391010.2136,779.2913582,99600,60.96947728,1.364054319,3
710,710,9059.285714,5481.285714,288,94400,702.1656829,1524995.751,1346.441977,1448745.964,1006.600064,357854.0921,769.545288,99600,55.91409411,1.186095319,3
1480,1480,9739,6161,288,94400,753.9139615,2062131.827,1507.241172,1959025.236,1137.146508,488359.6158,810.496966,99600,73.29657012,1.884070365,5
1300,1300,9582.142857,6004.142857,288,94400,742.4991668,1948954.946,1473.808418,1851507.198,1110.687741,462300.2409,800.7436526,99600,70.13465653,1.737123567,5
1188,1188,9477.571429,5899.571429,288,94400,726.0423144,1780115.911,1400.53913,1691110.116,1052.780019,421043.0148,773.1341919,99600,67.45690325,1.517427209,1
638,638,9007,5429,288,94400,693.2233699,1452303.764,1334.345257,1379688.576,1002.333255,350257.8537,770.4533476,99600,54.60391625,1.148810299,3
246,246,8667.142857,5089.142857,288,94400,652.5391341,1147446.165,1255.079093,1090073.857,954.8218207,299600.2976,768.1939218,99600,45.39354803,0.879954169,1
216,216,8641,5063,288,94400,649.4784512,1126969.308,1250.57926,1070620.842,952.7134221,296405.762,769.2553952,99600,44.664694,0.862693454,1
402,402,8797.857143,5219.857143,288,94400,665.1684329,1236915.613,1269.255908,1175069.832,960.5563385,314429.5501,762.2990042,99600,49.07312805,0.957792481,1
649,649,9007,5429,288,94400,694.7196455,1463151.438,1372.584291,1389993.866,1034.898905,355436.1667,793.0164699,99600,54.55984512,1.222533978,2
1254,1254,9529.857143,5951.857143,288,94400,728.0488087,1805724.528,1404.543512,1715438.302,1055.885176,426854.5655,772.5924433,99600,68.86933653,1.555304155,1
168,168,8588.714286,5010.714286,288,94400,639.0947301,1063116.645,1225.003761,1009960.813,937.7263381,287538.4324,766.8665642,99600,43.34756526,0.811118454,1
1426,1426,9686.714286,6108.714286,288,94400,751.0879509,2051252.056,1506.995739,1948689.453,1139.408007,490989.2515,812.0481304,99600,72.92642646,1.880341399,5
