,Unnamed: 0,n1,n2,T1,P1,T2,P2,T3,P3,T34,P34,T4,P4,gc1,Qmfs,type
259,259,8667.142857,5089.142857,288,94400,657.5621889,1177182.661,1297.969022,1118323.528,987.7728903,304248.498,789.7740105,99600,45.21796535,0.939722253,2
876,876,9216.142857,5638.142857,288,94400,709.0150876,1599513.203,1370.675862,1519537.542,1029.722323,382839.1779,774.2303542,99600,60.36351935,1.322030033,1
582,582,8954.714286,5376.714286,288,94400,681.657597,1362763.763,1300.812313,1294625.575,979.9867078,336549.0254,762.1278224,99600,53.35513193,1.075836907,1
1076,1076,9373,5795,288,94400,733.2961443,1826558.299,1422.946287,1735230.384,1061.262335,414309.9635,783.4493918,99600,64.34135234,1.487209942,3
195,195,8614.857143,5036.857143,288,94400,650.4895424,1129952.293,1283.875943,1073454.679,980.0084496,297118.5782,789.0247918,99600,43.78714205,0.896845048,4
356,356,8745.571429,5167.571429,288,94400,670.5607436,1265284.267,1275.859231,1202020.054,958.6681438,310032.3086,763.6323278,99600,47.25826447,0.925979292,3
320,320,8719.428571,5141.428571,288,94400,665.712302,1232323.818,1270.943664,1170707.627,958.0767288,307023.6399,765.2790177,99600,46.5989738,0.911567047,3
390,390,8797.857143,5219.857143,288,94400,669.5422551,1265830.272,1290.064094,1202538.758,975.7202367,318951.3512,769.8454691,99600,48.93710238,0.985461171,0
1392,1392,9660.571429,6082.571429,288,94400,742.3360616,1962002.637,1451.698191,1863902.505,1090.472908,454983.1359,792.4345209,99600,72.3144934,1.730246199,1
1134,1134,9425.285714,5847.285714,288,94400,719.4469599,1713365.292,1376.329063,1627697.028,1033.987207,406822.4192,765.3627242,99600,66.08473721,1.440177651,1
742,742,9085.428571,5507.428571,288,94400,700.7009735,1517653.277,1374.112887,1441770.613,1039.166012,374623.8073,785.6727806,99600,56.7381475,1.264249854,5
456,456,8850.142857,5272.142857,288,94400,672.9817714,1293335.181,1289.563523,1228668.422,973.8245413,323707.0084,765.3387253,99600,50.44113423,1.009643692,1
914,914,9242.285714,5664.285714,288,94400,717.5471013,1672678.214,1389.063417,1589044.303,1039.609498,390527.9749,778.0650777,99600,60.92502842,1.360177575,3
286,286,8693.285714,5115.285714,288,94400,658.1802504,1183793.42,1275.550886,1124603.749,970.2511112,307272.9532,773.8862384,99600,46.03053059,0.918417343,5
1138,1138,9425.285714,5847.285714,288,94400,732.1302407,1826256.146,1467.992605,1734943.338,1113.593397,448077.5953,810.1214514,99600,65.88180298,1.638282105,5
1042,1042,9346.857143,5768.857143,288,94400,724.7809188,1749389.845,1439.249491,1661920.353,1088.714588,426015.2356,799.9202051,99600,63.78739716,1.530608813,5
238,238,8641,5063,288,94400,652.3661684,1143876.199,1270.407545,1086682.389,969.9357514,302303.2931,776.9508221,99600,44.56320771,0.888597,5
474,474,8850.142857,5272.142857,288,94400,666.4681171,1248337.017,1258.212965,1185920.166,950.9085159,316493.8823,754.2329756,99600,50.6248981,0.966078955,1
817,817,9163.857143,5585.857143,288,94400,707.7973991,1582855.663,1384.493811,1503712.879,1041.415735,379417.3265,785.2080367,99600,58.86829771,1.321763309,2
90,90,8536.428571,4958.428571,288,94400,643.5583827,1082155.824,1251.040858,1028048.033,956.9032799,289611.6375,777.2754159,99600,42.50157273,0.829062643,0
1425,1425,9686.714286,6108.714286,288,94400,752.4543786,2064309.702,1525.991275,1961094.217,1151.33293,485863.9272,823.6127203,99600,72.90437607,1.930710767,4
1094,1094,9399.142857,5821.142857,288,94400,731.2188313,1813750.849,1425.06997,1723063.306,1066.69193,419834.7684,785.0570415,99600,65.15244333,1.515373008,3
285,285,8693.285714,5115.285714,288,94400,659.7771041,1193483.819,1299.066152,1133809.629,987.9676374,307539.1668,787.4824691,99600,45.97521202,0.954251187,4
1100,1100,9399.142857,5821.142857,288,94400,733.3115844,1831910.773,1426.496841,1740315.235,1065.824958,419501.0467,784.5334136,99600,65.10474898,1.513568381,3
1341,1341,9608.285714,6030.285714,288,94400,748.0379413,2005771.23,1529.130137,1905482.668,1154.859408,473584.9349,831.9468352,99600,70.77431145,1.892821855,4
706,706,9059.285714,5481.285714,288,94400,697.6055354,1490948.131,1360.195816,1416400.724,1026.762387,366047.5645,780.4064794,99600,56.0441778,1.225096328,5
1419,1419,9686.714286,6108.714286,288,94400,750.9973306,2050388.319,1505.80911,1947868.903,1134.374159,481566.0536,811.4177448,99600,72.92788505,1.877220071,4
476,476,8850.142857,5272.142857,288,94400,682.2177481,1354904.587,1297.924424,1287159.358,971.7463759,324235.2403,763.343507,99600,50.1444282,1.004991358,3
1046,1046,9346.857143,5768.857143,288,94400,731.035377,1802348.429,1416.875515,1712231.008,1056.669075,409326.2433,782.2186987,99600,63.63593265,1.460760409,3
228,228,8641,5063,288,94400,645.2784869,1102160.17,1232.315588,1047052.161,940.0880562,293156.2663,763.6222642,99600,44.80830251,0.841892253,1
792,792,9137.714286,5559.714286,288,94400,699.4441039,1513477.825,1340.019121,1437803.933,1006.711625,365259.0095,765.5846176,99600,58.30065365,1.227763744,1
762,762,9111.571429,5533.571429,288,94400,697.0098149,1491790.023,1334.501459,1417200.522,1002.881291,361073.3384,765.0187042,99600,57.59603594,1.205499077,1
880,880,9216.142857,5638.142857,288,94400,712.018222,1623712.486,1391.269495,1542526.861,1047.702852,391043.0809,784.1607924,99600,60.29366433,1.361262547,5
1184,1184,9477.571429,5899.571429,288,94400,737.665607,1884898.503,1442.417323,1790653.578,1079.897858,434897.1261,788.4002258,99600,67.26294267,1.595314819,3
380,380,8771.714286,5193.714286,288,94400,671.6461761,1276176.609,1281.360172,1212367.779,963.8857724,313983.3998,764.682799,99600,48.0479188,0.949418511,3
717,717,9059.285714,5481.285714,288,94400,701.4447453,1519689.86,1415.734271,1443705.367,1069.704528,368722.1522,813.2786403,99600,55.93585991,1.332443015,4
1482,1482,9739,6161,288,94400,747.7388692,2002803.881,1467.978348,1902663.687,1103.489801,464306.8599,799.7282645,99600,73.37044494,1.78886107,1
12,12,8458,4880,288,94400,636.8823413,1035963.851,1231.862972,984165.6586,945.576927,282851.6334,774.4117893,99600,41.749177,0.794081566,1
708,708,9059.285714,5481.285714,288,94400,689.7262998,1430529.033,1311.01681,1359002.581,985.6555013,349234.8691,758.4982789,99600,56.23673146,1.141149367,1
1248,1248,9529.857143,5951.857143,288,94400,730.0675979,1824654.55,1411.140583,1733421.822,1060.897566,430606.951,774.8282048,99600,68.85321022,1.567733539,1
950,950,9268.428571,5690.428571,288,94400,721.9317793,1712652.859,1396.239499,1627020.216,1043.052614,394950.2757,778.5979598,99600,61.57766167,1.383001424,3
525,525,8902.428571,5324.428571,288,94400,682.9903492,1367133.075,1343.726162,1298776.421,1015.249577,337955.2927,787.8013959,99600,51.73612216,1.122332896,4
99,99,8536.428571,4958.428571,288,94400,644.4731225,1087026.475,1263.944604,1032675.151,967.0178388,290237.0828,784.1905419,99600,42.46826613,0.846903364,4
375,375,8771.714286,5193.714286,288,94400,668.6877758,1257386.087,1314.051814,1194516.783,996.0701357,317902.4092,785.9490035,99600,48.14818336,1.012796129,4
1093,1093,9399.142857,5821.142857,288,94400,729.7374875,1800797.142,1452.712259,1710757.285,1093.359305,425665.0262,803.6576765,99600,65.18309852,1.587573739,2
897,897,9216.142857,5638.142857,288,94400,716.493173,1659964.16,1455.722305,1576965.952,1099.499089,398170.3379,822.0693846,99600,60.18381073,1.497382949,4
982,982,9294.571429,5716.571429,288,94400,720.2094887,1702552.581,1426.499617,1617424.952,1078.867058,415431.0941,797.0730691,99600,62.38037101,1.475441758,5
464,464,8850.142857,5272.142857,288,94400,678.5553017,1330728.507,1298.087175,1264192.081,975.94123,325249.5742,765.8385124,99600,50.26602543,1.013255372,3
646,646,9007,5429,288,94400,692.3386183,1445691.914,1346.927041,1373407.318,1017.03986,356528.9328,778.1201854,99600,54.62795176,1.176070047,5
1257,1257,9529.857143,5951.857143,288,94400,743.3509159,1946524.842,1531.520731,1849198.6,1157.807486,461120.9522,839.886503,99600,68.64053302,1.852291754,4
158,158,8588.714286,5010.714286,288,94400,646.9807866,1107079.338,1250.506931,1051725.371,953.2403636,291843.988,773.5007364,99600,43.06598171,0.83488794,3
585,585,8954.714286,5376.714286,288,94400,688.4426278,1411549.683,1355.761357,1340972.199,1023.369454,346376.478,789.0557241,99600,53.16443315,1.168190314,4
1311,1311,9582.142857,6004.142857,288,94400,746.0264316,1981622.855,1523.202668,1882541.713,1150.189305,468082.4406,830.5078188,99600,70.07205248,1.862180121,4
1450,1450,9712.857143,6134.857143,288,94400,752.109284,2053060.656,1501.7814,1950407.623,1132.770808,486217.5177,808.0628617,99600,73.12060127,1.868179523,5
895,895,9216.142857,5638.142857,288,94400,716.091803,1656806.846,1437.538996,1573966.504,1083.429051,395097.9961,810.714861,99600,60.19514027,1.456615705,2
1008,1008,9320.714286,5742.714286,288,94400,713.3182137,1647399.661,1367.646653,1565029.678,1027.834809,392925.092,767.6158655,99600,63.25981051,1.370053413,1
235,235,8641,5063,288,94400,655.4832335,1161480.837,1304.361097,1103406.795,994.0794421,301606.4088,796.5711894,99600,44.45167132,0.9368965,2
355,355,8745.571429,5167.571429,288,94400,667.5709783,1247381.426,1324.247262,1185012.355,1004.536604,315466.5701,794.2088905,99600,47.36348946,1.015547282,2
170,170,8588.714286,5010.714286,288,94400,650.2608342,1124808.157,1247.698933,1068567.749,947.0950013,291055.6529,769.8008915,99600,42.94639657,0.824086335,3
132,132,8562.571429,4984.571429,288,94400,640.2601337,1066580.447,1233.442911,1013251.425,944.1746168,287796.2652,770.6691177,99600,42.95104882,0.815079319,1
657,657,9007,5429,288,94400,696.151444,1473397.413,1402.097667,1399727.542,1059.719624,359223.2254,810.4143372,99600,54.51586103,1.279396243,4
316,316,8719.428571,5141.428571,288,94400,661.1792794,1204798.479,1280.46482,1144558.555,972.8715235,310749.2125,773.3513741,99600,46.75617585,0.937002013,5
232,232,8641,5063,288,94400,652.1882807,1142828.983,1267.922722,1085687.534,967.399213,301301.5407,775.8805517,99600,44.56949379,0.884974395,5
405,405,8797.857143,5219.857143,288,94400,671.6451678,1279290.576,1320.153408,1215326.047,999.9926734,321896.7549,786.3399341,99600,48.86742368,1.034486988,4
1005,1005,9320.714286,5742.714286,288,94400,723.2811192,1732480.717,1443.974239,1645856.681,1087.916876,412318.0727,805.811231,99600,63.06713592,1.527592056,4
1180,1180,9477.571429,5899.571429,288,94400,734.3367944,1855106.731,1451.107862,1762351.394,1093.123902,441339.4296,796.1435176,99600,67.3274362,1.626089652,5
1297,1297,9582.142857,6004.142857,288,94400,743.081147,1954315.913,1478.715794,1856600.117,1112.678135,459158.7045,803.67076,99600,70.12438289,1.748845434,2
744,744,9085.428571,5507.428571,288,94400,689.9092922,1433825.883,1304.625276,1362134.588,980.3419783,349925.0582,754.1761358,99600,56.99124357,1.142903198,1
613,613,8980.857143,5402.857143,288,94400,690.9682383,1432838.316,1353.798167,1361196.4,1020.534469,349583.4137,785.0421157,99600,53.88184658,1.175917231,2
1279,1279,9556,5978,288,94400,743.6366676,1954251.601,1502.535297,1856539.021,1132.401773,459543.1103,819.6957536,99600,69.37612877,1.792932051,2
1029,1029,9346.857143,5768.857143,288,94400,724.2440018,1744808.064,1431.702655,1657567.661,1077.296661,414205.0755,796.3427402,99600,63.79889336,1.513649224,4
763,763,9111.571429,5533.571429,288,94400,703.9375724,1545893.765,1384.846922,1468599.077,1042.592193,371881.7649,790.0970955,99600,57.42756002,1.296936359,2
465,465,8850.142857,5272.142857,288,94400,677.4186531,1323211.468,1332.198262,1257050.895,1007.804421,329952.9925,787.2541218,99600,50.30312366,1.078357831,4
589,589,8954.714286,5376.714286,288,94400,689.3661094,1417970.112,1360.113968,1347071.606,1026.206265,346727.2726,791.0960582,99600,53.13557646,1.174636923,2
204,204,8614.857143,5036.857143,288,94400,640.1876004,1070530.086,1219.710371,1017003.581,932.7355463,288732.5937,762.4208201,99600,44.1467878,0.816382516,1
1333,1333,9608.285714,6030.285714,288,94400,746.3512791,1989966.798,1498.983823,1890468.459,1129.028967,467302.3329,813.3903268,99600,70.80367003,1.81405428,2
372,372,8771.714286,5193.714286,288,94400,662.2922076,1216278.659,1264.38989,1155464.726,957.8573152,311040.6047,762.6787324,99600,48.35508768,0.93947503,1
676,676,9033.142857,5455.142857,288,94400,694.9945028,1468319.343,1353.633666,1394903.375,1021.95817,361295.1438,779.2478951,99600,55.33624798,1.200568367,5
831,831,9163.857143,5585.857143,288,94400,710.3113653,1602968.299,1423.97214,1522819.884,1074.204516,385371.3198,808.1552012,99600,58.80660286,1.40317629,4
972,972,9294.571429,5716.571429,288,94400,713.5402695,1646210.056,1375.183373,1563899.553,1032.447551,392631.9375,771.3871126,99600,62.51580192,1.371013058,1
536,536,8902.428571,5324.428571,288,94400,687.9173692,1400800.282,1310.462413,1330760.268,980.0914283,332349.0523,764.5923428,99600,51.57760773,1.048365249,3
1285,1285,9556,5978,288,94400,744.9364648,1966279.747,1517.693219,1867965.76,1144.806529,462398.8264,828.5849888,99600,69.35235594,1.830471246,2
343,343,8745.571429,5167.571429,288,94400,665.6552925,1235355.234,1301.941709,1173587.472,987.1975282,313783.7932,782.3044903,99600,47.4288381,0.981042284,2
1015,1015,9320.714286,5742.714286,288,94400,725.4755044,1751188.946,1463.034092,1663629.499,1102.716929,415262.386,816.3221731,99600,63.01881208,1.5680846,2
16,16,8458,4880,288,94400,640.9457452,1058731.356,1250.185868,1005794.788,958.3410574,286041.5753,780.1859988,99600,41.60028163,0.813420911,5
850,850,9190,5612,288,94400,709.6151609,1600801.634,1384.973449,1520761.552,1042.986649,386153.492,782.8308344,99600,59.58870982,1.335698602,5
590,590,8954.714286,5376.714286,288,94400,691.5304877,1433105.598,1321.8315,1361450.318,989.5992183,340820.8545,766.32362,99600,53.06754984,1.094875124,3
1375,1375,9634.428571,6056.428571,288,94400,750.9856153,2039078.87,1535.486203,1937124.926,1158.807224,478889.9184,832.8773903,99600,71.46004932,1.922382605,2
1258,1258,9529.857143,5951.857143,288,94400,740.6771025,1922009.802,1493.341753,1825909.312,1133.722751,470864.9816,816.5533132,99600,68.69049043,1.757051593,5
1492,1492,9739,6161,288,94400,755.5598986,2077732.365,1529.670818,1973845.746,1160.288786,502994.4423,824.0480525,99600,73.27095455,1.943808451,5
522,522,8902.428571,5324.428571,288,94400,676.2851484,1320315.336,1289.7008,1254299.569,972.7446068,328733.1359,761.6066081,99600,51.93277176,1.034621773,1
1387,1387,9660.571429,6082.571429,288,94400,748.9575669,2025395.769,1495.368142,1924125.98,1125.655337,475080.4857,807.1289025,99600,72.22872918,1.834558165,2
1080,1080,9399.142857,5821.142857,288,94400,727.341323,1780001.145,1425.250607,1691001.088,1071.081312,420958.9329,788.008044,99600,65.23231263,1.525484184,0
768,768,9111.571429,5533.571429,288,94400,694.7001593,1473388.283,1322.384123,1399718.869,993.5762171,357574.0534,759.9405159,99600,57.64519536,1.184978001,1
1305,1305,9582.142857,6004.142857,288,94400,744.5976239,1968338.979,1503.061578,1869922.03,1133.289603,464029.6625,818.348577,99600,70.0975094,1.810906609,4
1396,1396,9660.571429,6082.571429,288,94400,749.1611529,2027320.352,1501.328769,1925954.334,1134.911632,485391.7766,810.7241082,99600,72.22537307,1.850712021,5
487,487,8876.285714,5298.285714,288,94400,679.0492146,1337304.079,1318.365729,1270438.875,995.3882095,331756.6624,776.5461201,99600,51.05786964,1.066154584,2
488,488,8876.285714,5298.285714,288,94400,679.6717815,1341451.573,1305.105444,1274378.994,982.7854912,329860.3389,768.1307548,99600,51.03787862,1.040112301,3
562,562,8928.571429,5350.571429,288,94400,684.6797363,1382077.115,1334.399102,1312973.259,1010.304056,346225.5052,778.4706105,99600,52.48384234,1.11785874,5
207,207,8614.857143,5036.857143,288,94400,652.5857248,1141445.542,1313.587809,1084373.265,1003.855442,299373.7815,805.7475763,99600,43.71128426,0.939799618,4
162,162,8588.714286,5010.714286,288,94400,641.1934517,1074836.513,1233.968938,1021094.687,943.88561,289112.1546,769.7011462,99600,43.27351721,0.820817115,1
126,126,8562.571429,4984.571429,288,94400,642.3357326,1078246.519,1242.413597,1024334.193,950.3400355,289342.941,773.4924815,99600,42.87679957,0.824729238,1
374,374,8771.714286,5193.714286,288,94400,669.9122434,1265169.124,1282.087987,1201910.667,966.5247772,314457.2368,766.2823049,99600,48.10690873,0.954342408,3
130,130,8562.571429,4984.571429,288,94400,644.4504222,1090186.861,1251.794826,1035677.518,956.9129744,290970.2393,776.479313,99600,42.80048985,0.834918893,5
1068,1068,9373,5795,288,94400,717.6757036,1691488.904,1378.793609,1606914.459,1036.242873,402199.3551,769.5332903,99600,64.65979519,1.418551749,1
370,370,8771.714286,5193.714286,288,94400,666.8593027,1245833.296,1287.722869,1183541.631,975.6098432,316606.2778,771.3097438,99600,48.20944958,0.970592281,5
489,489,8876.285714,5298.285714,288,94400,679.1270431,1337822.024,1322.302999,1270930.922,998.8221731,332248.0375,778.8637318,99600,51.05537314,1.073333886,4
382,382,8771.714286,5193.714286,288,94400,667.5018176,1249883.421,1296.705118,1187389.25,984.8025933,320554.1092,774.904693,99600,48.18797115,0.984914858,5
106,106,8536.428571,4958.428571,288,94400,643.6944872,1082879.579,1252.867038,1028735.6,958.7601482,290309.2202,777.804349,99600,42.49662353,0.831570734,5
337,337,8745.571429,5167.571429,288,94400,664.7085115,1229445.091,1291.052145,1167972.837,978.7232058,312930.2097,776.5128082,99600,47.46095298,0.964292895,2
529,529,8902.428571,5324.428571,288,94400,683.8784791,1373155.243,1347.778584,1304497.481,1017.800373,338225.1163,789.6040526,99600,51.70776814,1.128061571,2
1216,1216,9503.714286,5925.714286,288,94400,737.0877229,1884540.906,1466.194841,1790313.86,1107.190658,452284.7465,802.6774758,99600,68.01681585,1.676212924,5
1453,1453,9712.857143,6134.857143,288,94400,754.0101623,2071140.334,1521.432038,1967583.317,1146.738815,485738.4605,819.5980511,99600,73.09049706,1.919012679,2
54,54,8484.142857,4906.142857,288,94400,633.7611771,1020952.497,1214.718184,969904.8719,933.2327048,281073.0553,767.8782347,99600,42.19095593,0.780748279,1
570,570,8954.714286,5376.714286,288,94400,686.2338208,1395684.49,1323.730751,1325900.265,997.2557688,342426.5903,771.0280898,99600,53.22849232,1.110403602,0
943,943,9268.428571,5690.428571,288,94400,718.4743592,1684161.854,1422.482056,1599953.761,1070.499229,400699.0404,797.5535824,99600,61.6628964,1.452384053,2
795,795,9137.714286,5559.714286,288,94400,706.6229849,1570227.081,1399.874921,1491715.727,1054.884647,377972.8315,796.6364158,99600,58.12999126,1.340759024,4
166,166,8588.714286,5010.714286,288,94400,645.6122054,1099737.85,1254.910989,1044750.957,959.2403538,293266.6687,776.2709709,99600,43.1155018,0.844389473,5
746,746,9085.428571,5507.428571,288,94400,706.774114,1563379.669,1354.121949,1485210.685,1010.240661,361854.4241,770.1223738,99600,56.56299472,1.207960888,3
208,208,8614.857143,5036.857143,288,94400,649.1879303,1122818.356,1265.177219,1066677.438,967.1379083,298768.9093,777.3667543,99600,43.83396959,0.869951057,5
745,745,9085.428571,5507.428571,288,94400,703.6653076,1540158.545,1404.957558,1463150.618,1059.240774,370811.4524,803.8668853,99600,56.65612898,1.322716367,2
576,576,8954.714286,5376.714286,288,94400,683.9570827,1379221.34,1312.28762,1310260.273,988.6353528,339498.0068,766.5744626,99600,53.29182285,1.093114005,1
998,998,9320.714286,5742.714286,288,94400,722.5643,1726404.871,1406.873565,1640084.627,1054.968801,405481.537,782.7330509,99600,63.08282999,1.440761858,3
888,888,9216.142857,5638.142857,288,94400,704.2407956,1559782.538,1344.900395,1481793.411,1009.569198,374760.4751,762.8120669,99600,60.45613246,1.275218918,1
595,595,8954.714286,5376.714286,288,94400,690.469279,1425669.159,1372.948217,1354385.701,1036.456462,348230.9323,798.3172226,99600,53.100973,1.197421202,2
133,133,8562.571429,4984.571429,288,94400,646.2106782,1099598.807,1271.328374,1044618.867,971.7368493,291778.4563,786.7326865,99600,42.73654441,0.861403319,2
775,775,9111.571429,5533.571429,288,94400,706.2131047,1563343.549,1411.489371,1485176.371,1064.032297,375561.0975,805.1796244,99600,57.36497256,1.348913157,2
588,588,8954.714286,5376.714286,288,94400,679.4468825,1346311.442,1289.484581,1278995.87,971.4543878,333579.0718,757.7999699,99600,53.40989323,1.058571626,1
1280,1280,9556,5978,288,94400,746.0435687,1976452.753,1461.094748,1877630.115,1092.224585,449935.3042,791.2589606,99600,69.32971247,1.675709372,3
290,290,8693.285714,5115.285714,288,94400,662.6647957,1210409.466,1265.5874,1149888.992,955.0896524,303532.1102,765.4938379,99600,45.87315078,0.892709922,3
403,403,8797.857143,5219.857143,288,94400,671.4905507,1278297.133,1312.308962,1214382.276,993.1372616,320944.0346,781.6586051,99600,48.87256635,1.020813847,2
141,141,8562.571429,4984.571429,288,94400,647.3092564,1105500.665,1292.232555,1050225.632,988.8230482,293221.2902,798.3710592,99600,42.69644677,0.891475794,4
387,387,8771.714286,5193.714286,288,94400,670.8668829,1271263.051,1345.889117,1207699.899,1021.944382,321164.04,803.8151611,99600,48.0745917,1.064323831,4
1479,1479,9739,6161,288,94400,754.6106103,2068724.075,1516.764963,1965287.872,1143.141453,485849.5202,816.3016951,99600,73.28574586,1.909384871,4
516,516,8902.428571,5324.428571,288,94400,678.5673485,1336279.503,1301.170567,1269465.528,981.4032006,331625.2677,766.1399994,99600,51.86777751,1.051332529,1
639,639,9007,5429,288,94400,692.6633095,1448115.368,1351.810942,1375709.599,1018.654584,352989.2939,781.6500699,99600,54.61914198,1.185190695,4
848,848,9190,5612,288,94400,710.8587608,1610800.046,1376.464376,1530260.044,1032.381691,381514.8554,776.9764743,99600,59.55889986,1.313872488,3
716,716,9059.285714,5481.285714,288,94400,704.1871485,1539948.335,1347.909888,1462950.918,1005.844799,357509.9335,769.1740808,99600,55.85275569,1.184384652,3
1222,1222,9503.714286,5925.714286,288,94400,737.8131573,1891074.074,1476.333607,1796520.371,1117.649763,458528.5211,808.5629394,99600,68.00309226,1.700849465,5
531,531,8902.428571,5324.428571,288,94400,684.1023743,1374676.638,1359.706349,1305942.806,1028.188758,339663.0654,796.6758295,99600,51.700605,1.150377989,4
357,357,8745.571429,5167.571429,288,94400,667.8362844,1249054.128,1339.461651,1186601.422,1017.771004,317079.9555,803.1481193,99600,47.35440023,1.041466085,4
548,548,8928.571429,5350.571429,288,94400,685.1927276,1385592.972,1316.738531,1316313.324,990.4110412,337859.4353,768.8183014,99600,52.46778781,1.0827731,3
1310,1310,9582.142857,6004.142857,288,94400,748.0738806,2000678.82,1466.671563,1900644.879,1096.509933,455096.1835,792.3476161,99600,70.03327152,1.703250501,3
436,436,8824,5246,288,94400,673.0316123,1291339.621,1304.231092,1226772.64,987.9811853,326643.8481,773.7285617,99600,49.63571922,1.01985362,5
870,870,9216.142857,5638.142857,288,94400,711.4904765,1619442.251,1383.800298,1538470.138,1040.006889,386890.1432,780.1631488,99600,60.30603812,1.345681995,0
622,622,8980.857143,5402.857143,288,94400,690.145016,1426818.909,1347.357185,1355477.964,1019.494053,355322.5995,780.5797304,99600,53.90523848,1.164946335,5
955,955,9268.428571,5690.428571,288,94400,720.834825,1703823.637,1450.245498,1618632.456,1092.97606,405042.6431,813.4096179,99600,61.6079813,1.511645926,2
310,310,8719.428571,5141.428571,288,94400,660.9953499,1203670.883,1277.933749,1143487.339,970.2859472,309688.61,772.3190324,99600,46.76245536,0.933114629,5
283,283,8693.285714,5115.285714,288,94400,659.6586396,1192762.799,1291.898943,1133124.659,981.7696719,306871.8808,783.2585593,99600,45.97932804,0.942536447,2
280,280,8693.285714,5115.285714,288,94400,657.9972886,1182687.076,1273.023781,1123552.723,967.6702464,306227.3474,772.8341377,99600,46.03684625,0.914603811,5
1160,1160,9451.428571,5873.428571,288,94400,737.6595759,1879897.159,1438.193815,1785902.301,1074.697529,429504.029,786.7647053,99600,66.5139356,1.566880519,3
28,28,8458,4880,288,94400,641.3206926,1060709.836,1255.058416,1007674.344,963.2816749,287819.1273,781.6555107,99600,41.58648298,0.819941168,5
1424,1424,9686.714286,6108.714286,288,94400,753.7249107,2076507.796,1486.623276,1972682.406,1113.972382,476307.656,796.9389227,99600,72.8837772,1.815678039,3
1179,1179,9477.571429,5899.571429,288,94400,735.043559,1861400.618,1461.007843,1768330.587,1099.627742,439494.937,802.2119206,99600,67.31381112,1.64977027,4
534,534,8902.428571,5324.428571,288,94400,671.8848454,1288664.175,1267.507076,1224230.966,956.1386132,323138.4978,753.431233,99600,52.04708827,1.002142627,1
1434,1434,9686.714286,6108.714286,288,94400,738.8518874,1932972.833,1427.939992,1836324.192,1071.384637,448351.3954,779.5202943,99600,73.05248273,1.689863221,1
1239,1239,9529.857143,5951.857143,288,94400,739.1748001,1908342.624,1472.402115,1812925.493,1108.386439,449804.4388,804.5075077,99600,68.71834177,1.70543192,4
728,728,9085.428571,5507.428571,288,94400,700.9533045,1519603.71,1352.026899,1443623.525,1014.634956,363125.0989,772.7611981,99600,56.73163375,1.217215574,3
478,478,8850.142857,5272.142857,288,94400,676.6678312,1318264.103,1321.055481,1252350.897,1003.011139,335685.502,779.088861,99600,50.32753999,1.059459282,5
25,25,8458,4880,288,94400,644.3421954,1076749.289,1289.060838,1022911.825,987.7412527,287399.7565,800.868677,99600,41.47461798,0.864846546,2
759,759,9111.571429,5533.571429,288,94400,702.9330061,1538043.552,1376.305382,1461141.374,1036.051212,370757.8478,785.5056354,99600,57.4530454,1.280964653,4
672,672,9033.142857,5455.142857,288,94400,689.4552228,1426735.333,1317.239498,1355398.567,990.854081,348448.5701,762.8045067,99600,55.47985987,1.138825207,1
445,445,8824,5246,288,94400,676.4670835,1313732.066,1342.46479,1248045.462,1016.154095,327426.8204,795.3447017,99600,49.52254731,1.08175863,2
678,678,9033.142857,5455.142857,288,94400,687.1946932,1409254.748,1305.405817,1338792.01,981.8260868,345149.0961,758.1113017,99600,55.53143777,1.119738795,1
1461,1461,9712.857143,6134.857143,288,94400,755.7599048,2087888.63,1552.270576,1983494.198,1173.226524,492458.7094,838.7202795,99600,73.06260972,2.002855188,4
1030,1030,9346.857143,5768.857143,288,94400,723.5390551,1738807.171,1421.73022,1651866.813,1070.652046,415791.5607,790.2415577,99600,63.81395028,1.491292407,5
351,351,8745.571429,5167.571429,288,94400,666.7718955,1242353.93,1323.78963,1180236.233,1005.096199,315609.8658,794.5044759,99600,47.39080817,1.016475647,4
927,927,9242.285714,5664.285714,288,94400,718.8838387,1683510.737,1462.192414,1599335.2,1104.371046,403181.5479,823.4780341,99600,60.89043177,1.525576303,4
1077,1077,9373,5795,288,94400,730.4312555,1802401.139,1494.520793,1712281.082,1129.12343,429113.4683,831.113259,99600,64.41737882,1.671256278,4
1360,1360,9634.428571,6056.428571,288,94400,746.4512517,1996312.226,1485.151222,1896496.615,1119.588856,473110.0238,803.2295886,99600,71.53703394,1.794319612,5
1207,1207,9503.714286,5925.714286,288,94400,737.0034566,1883783.17,1461.914885,1789594.011,1099.736388,443634.4046,800.3167272,99600,68.01840755,1.665266522,2
1377,1377,9634.428571,6056.428571,288,94400,751.4845895,2043827.798,1555.699293,1941636.408,1176.881689,483326.8172,845.9414065,99600,71.45150073,1.978030677,4
526,526,8902.428571,5324.428571,288,94400,681.4971255,1357018.944,1322.249918,1289167.997,999.9397495,339070.9196,774.9062098,99600,51.78334188,1.084842281,5
220,220,8641,5063,288,94400,651.8275313,1140707.582,1262.897198,1083672.203,962.2694057,299275.6191,773.7068127,99600,44.58222783,0.877657093,5
326,326,8719.428571,5141.428571,288,94400,667.5536827,1243124.981,1270.56371,1180968.732,955.7101956,306545.3919,763.8780176,99600,46.53344067,0.907091885,3
